tweet_id retweet_count favorite_count
773336787167145985 5635 0
773308824254029826 8253 24993
773247561583001600 3552 10126
773191612633579521 4541 10756
772877495989305348 4287 9244
772826264096874500 2569 8574
772615324260794368 3714 0
772581559778025472 1868 6965
772193107915964416 1529 6458
772152991789019136 1235 4064
772117678702071809 806 4028
772114945936949249 520 2912
772102971039580160 1018 4307
771908950375665664 2094 7066
771770456517009408 3750 12924
771500966810099713 2891 8893
771380798096281600 5635 11320
771171053431250945 8352 0
771136648247640064 3227 9889
771102124360998913 1578 6702
771014301343748096 1825 7393
770787852854652928 1353 5338
770772759874076672 1563 5582
770655142660169732 1920 7875
770414278348247044 2271 6764
770293558247038976 1645 6703
770093767776997377 3349 0
770069151037685760 2542 8150
769940425801170949 10647 33830
769695466921623552 1832 6873
769335591808995329 8467 0
769212283578875904 1894 5790
768970937022709760 7215 15488
768909767477751808 2988 0
768855141948723200 983 4513
768609597686943744 1335 4417
768596291618299904 1405 5393
768554158521745409 6412 0
768473857036525572 3784 14645
768193404517830656 3899 11710
767884188863397888 1546 5093
767754930266464257 5935 17207
767500508068192258 2566 8043
767191397493538821 4202 13194
767122157629476866 3146 10875
766864461642756096 6243 0
766793450729734144 1494 5456
766714921925144576 423 2792
766693177336135680 868 4327
766423258543644672 1755 6464
766313316352462849 2075 7278
766078092750233600 2855 0
766069199026450432 956 4593
766008592277377025 540 4005
765719909049503744 2374 7774
765669560888528897 1339 5574
765395769549590528 3731 28303
765371061932261376 2366 7605
765222098633691136 3714 12474
764857477905154048 1947 6893
764259802650378240 1668 6495
763956972077010945 59 793
763837565564780549 4587 13543
763183847194451968 1622 5802
763167063695355904 3322 0
763103485927849985 2499 7894
762699858130116608 3988 13072
762471784394268675 7160 12125
762464539388485633 4643 11103
762316489655476224 1239 5175
762035686371364864 17167 34324
761976711479193600 2219 5805
761750502866649088 4340 0
761745352076779520 940 4562
761672994376806400 31909 53097
761599872357261312 1292 4424
761371037149827077 19714 0
761334018830917632 1597 5586
761292947749015552 1208 4799
761227390836215808 1707 5702
761004547850530816 3806 12099
760893934457552897 1066 4093
760656994973933572 2111 7085
760641137271070720 1416 5306
760539183865880579 3982 8123
760521673607086080 1537 4538
760290219849637889 12612 28707
760252756032651264 948 4221
760190180481531904 1990 6111
760153949710192640 35 0
759943073749200896 2301 6361
759923798737051648 6243 15733
759846353224826880 2182 7207
759793422261743616 2091 6388
759566828574212096 23233 0
759557299618865152 1286 5040
759447681597108224 2692 9102
759446261539934208 535 1788
759197388317847553 2126 6489
759159934323924993 1290 0
759099523532779520 4598 15571
759047813560868866 2211 6985
758854675097526272 982 3801
758828659922702336 4198 11970
758740312047005698 1752 6128
758474966123810816 1086 4097
758467244762497024 2444 5145
758405701903519748 2109 5567
758355060040593408 1191 3675
758099635764359168 11053 20547
758041019896193024 412 2902
757741869644341248 3566 7376
757729163776290825 8901 0
757725642876129280 1336 4850
757611664640446465 1224 4873
757597904299253760 321 0
757596066325864448 1164 4656
757400162377592832 7493 16226
757393109802180609 1914 6251
757354760399941633 1559 4833
756998049151549440 2181 6712
756939218950160384 2203 7115
756651752796094464 1445 5428
756526248105566208 3968 11137
756303284449767430 1187 4236
756288534030475264 19183 45742
756275833623502848 1681 6898
755955933503782912 3160 7860
755206590534418437 5893 17630
755110668769038337 12130 22710
754874841593970688 8798 0
754856583969079297 2768 7361
754747087846248448 572 2752
754482103782404096 2138 5681
754449512966619136 805 4006
754120377874386944 2556 8380
753655901052166144 2387 6252
753420520834629632 3902 8462
753398408988139520 2103 6196
753375668877008896 2554 8160
753298634498793472 6321 0
753294487569522689 1140 3637
753039830821511168 22951 39684
753026973505581056 1063 4163
752932432744185856 7473 13494
752917284578922496 1719 7360
752701944171524096 3157 0
752682090207055872 1758 6418
752660715232722944 1724 4715
752568224206688256 2500 5927
752519690950500352 3767 7895
752334515931054080 1205 4082
752309394570878976 18249 0
752173152931807232 2022 6366
751950017322246144 1018 3289
751937170840121344 1468 5570
751830394383790080 2142 6201
751793661361422336 3193 6264
751598357617971201 3316 8443
751583847268179968 1222 4713
751538714308972544 1390 5380
751456908746354688 1089 3417
751251247299190784 6426 13345
751205363882532864 2004 6743
751132876104687617 1429 5431
750868782890057730 1517 5112
750719632563142656 5521 14094
750506206503038976 1257 4760
750429297815552001 4712 14077
750383411068534784 1239 4852
750381685133418496 34 736
750147208377409536 1056 3304
750132105863102464 1388 3874
750117059602808832 1422 4613
750101899009982464 920 3242
750086836815486976 595 2315
750071704093859840 3646 8382
750056684286914561 974 3345
750041628174217216 675 3388
750026558547456000 862 2892
750011400160841729 995 3462
749996283729883136 882 3226
749981277374128128 2678 5452
749774190421639168 1431 4958
749417653287129088 1823 6514
749403093750648834 598 2798
749395845976588288 3783 9182
749317047558017024 2422 5861
749075273010798592 2255 6152
749064354620928000 1647 5106
749036806121881602 850 3302
748977405889503236 3717 11432
748932637671223296 2465 6232
748705597323898880 1030 2946
748699167502000129 1748 5049
748692773788876800 1450 4518
748575535303884801 2174 6459
748568946752774144 730 2323
748346686624440324 1343 5575
748337862848962560 4501 8208
748324050481647620 835 3948
748307329658011649 778 3908
748220828303695873 8497 15058
747963614829678593 2341 6170
747933425676525569 2783 7066
747885874273214464 1078 3147
747844099428986880 814 2993
747816857231626240 1268 5172
747651430853525504 171 1471
747648653817413632 6361 13734
747600769478692864 597 2465
747594051852075008 1149 3926
747512671126323200 1723 5912
747461612269887489 1127 4120
747439450712596480 2095 5783
747242308580548608 3139 0
747219827526344708 1723 5623
747204161125646336 1000 3598
747103485104099331 4354 10195
746906459439529985 325 3074
746872823977771008 2338 6372
746818907684614144 1875 5636
746790600704425984 1727 5176
746757706116112384 4232 10174
746726898085036033 1947 6421
746542875601690625 2031 5352
746521445350707200 1068 0
746507379341139972 1173 4927
746369468511756288 1796 6566
746131877086527488 2393 7339
746056683365994496 892 3774
745789745784041472 1162 4297
745712589599014916 2528 7427
745433870967832576 2763 7549
745422732645535745 2644 9121
745314880350101504 3012 7609
745074613265149952 3828 8327
745057283344719872 2477 7690
744995568523612160 679 3168
744971049620602880 2926 8366
744709971296780288 1690 5944
744334592493166593 2323 7187
744234799360020481 84456 163705
744223424764059648 405 1804
743980027717509120 1180 4407
743895849529389061 1038 3867
743835915802583040 2269 0
743609206067040256 1494 4764
743595368194129920 7123 19606
743545585370791937 1015 3741
743510151680958465 4006 8388
743253157753532416 1312 4493
743222593470234624 2065 6578
743210557239623680 1475 4069
742534281772302336 3852 7471
742528092657332225 2162 4714
742465774154047488 4214 7690
742423170473463808 4126 10443
742385895052087300 2159 7210
742161199639494656 1487 4598
742150209887731712 1693 5461
741793263812808706 1639 4838
741743634094141440 2998 8673
741438259667034112 907 3889
741303864243200000 3504 9305
741099773336379392 6011 10651
741067306818797568 3349 9999
740995100998766593 2999 6797
740711788199743490 1010 3614
740699697422163968 842 3000
740676976021798912 7382 19239
740373189193256964 14440 36816
740365076218183684 472 2635
740359016048689152 925 3499
740214038584557568 2133 7096
739979191639244800 6412 21151
739932936087216128 1171 4296
739844404073074688 924 4015
739623569819336705 1474 4036
739606147276148736 1800 5705
739544079319588864 23233 42123
739485634323156992 3185 7632
739238157791694849 62816 121814
738891149612572673 6 113
738885046782832640 1236 3995
738883359779196928 880 3544
738537504001953792 1695 5394
738402415918125056 920 3463
738184450748633089 1316 4575
738166403467907072 3700 9324
738156290900254721 712 2682
737826014890496000 1917 5579
737800304142471168 3749 10581
737678689543020544 1451 5340
737445876994609152 4835 10920
737322739594330112 876 3818
737310737551491075 8022 15564
736736130620620800 1880 4579
736392552031657984 8044 18801
736365877722001409 1357 4227
736225175608430592 2993 8610
736010884653420544 3226 8383
735991953473572864 1245 3819
735648611367784448 1184 4245
735635087207878657 2556 6550
735274964362878976 5487 13779
735256018284875776 958 3546
735137028879360001 1048 3316
734912297295085568 557 2901
734787690684657664 6805 13301
734776360183431168 585 2655
734559631394082816 427 1577
